TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
fo 881/3645			MOROCCO: Desp. Protection of Moorish Subjects. (Sir J. Drummond Hay) 	May 1878	18780501	18780531		Bound: Morocco 2.	O	N	30	4530966	6
fo 881/3646			MOROCCO: Desp. Note to Spanish Foreign Minister on Protection to Moorish Subjects. (Sir J. Walsham) 	June 7, 1878	18780607	18780607		Bound: Morocco 2.	O	N	30	4530967	6
fo 881/3647			"SPAIN &amp; SULOO ISLANDS: Corres. Claim against Spanish Government. Refusal of Spanish Officers to allow British Schooner ""Flower of Yarrow"" to trade in Sulu Archipelago "	Feb 1877 to May 1878	18770201	18780531		Bound: Borneo 3.	O	N	30	4532809	6
fo 881/3648			TURKEY: Reports. Military 	May and June 1878	18780501	18780630		Bound: Turkey 44.	O	N	30	4533499	6
fo 881/3649			EGYPT: Further Corres. Suez Canal. Part 3 	April 1877 to Mar. 1878	18770401	18780331		Bound: Egypt 31.	O	N	30	4527485	6
fo 881/3650			TURKEY: Reports. Military 	June 1878	18780601	18780630		Bound: Turkey 44.	O	N	30	4533498	6
fo 881/3651			TURKEY: Report. Effects of Russian Invasion of Roumelia. (Consul J. E. Blunt) 	Dec. 30, 1877	18771230	18771230		Bound: Turkey 46.	O	N	30	4533517	6
fo 881/3652			TURKEY: Reports. Military 	June 1878	18780601	18780630		Bound: Turkey 44.	O	N	30	4533500	6
fo 881/3654			TURKEY: Reports. Military 	June 1878	18780601	18780630		Bound: Turkey 44.	O	N	30	4533480	6
fo 881/3655			TURKEY: Statistics. Populations of European Turkey. Part 2 	June 1, 1878	18780601	18780601		Bound: Turkey 37.	O	N	30	4533515	6
fo 881/3656			EGYPT &amp; TURKEY: Desps. Quarantine in Egypt and Red Sea. Egyptian Board of Health, &amp;c. 	May and June 1878	18780501	18780630		Bound: Turkey 36.	O	N	30	4527484	6
fo 881/3657			GREECE: Corres. Affairs of Greece 	1878	18780101	18781231		Bound: Greece 12.	O	N	30	4530216	6
fo 881/3658			SWITZERLAND: Correspondence relating to the proposed new Swiss customs tariff 	1878	18780101	18781231		3 pp.	O	N	30	7863300	6
fo 881/3659			TURKEY: Draft Telegram. Proposed Defensive Alliance and Cession of Cyprus. (To Mr Layard). Missing at transfer 	May 1878	18780501	18780531		Bound: Turkey 48 One copy sealed up 	O	N	30	4533497	6
fo 881/3660			GENERAL: Reports. Law Officers 	1870	18700101	18701231		Bound: L.O.R.	O	N	30	4529024	6
fo 881/3661			TURKEY: Report. Trade of Cyprus 	1877	18770101	18771231		Bound: Turkey 48.	O	N	30	4533518	6
fo 881/3662			TURKEY: Reports. Military 	June 1878	18780601	18780630		Bound: Turkey 44.	O	N	30	4533505	6
fo 881/3663			TURKEY: Reports. Military 	June and July 1878	18780601	18780731		Bound: Turkey 44.	O	N	30	4533506	6
fo 881/3664			TURKEY: Reports. Military 	June and July 1878	18780601	18780731		Bound: Turkey 44.	O	N	30	4533501	6
fo 881/3665			GENERAL: Memo. Instances in which Great Britain has been a Party to Secret Treaties of Alliances, Subsidy, &amp;c. (Mr. A. H. Oakes) 	July 1878	18780701	18780731		Bound: Mema.	O	N	30	4529022	6
fo 881/3666			TURKEY: Corres. Organization of Danubian Principalities. (Mr. E. L. Blutte) 	1828-1836	18280101	18361231		Bound: Turkey 2.	O	N	30	4533529	6
fo 881/3667			TURKEY: Pr�cis. Treaty of Berlin and Protocols of Congress. (Mr. F. L. Bertie) 	July 25, 1878	18780725	18780725		Bound: Turkey 52.	O	N	30	4533519	6
fo 881/3667X			TURKEY: Index. Protocols to Congress Treaty. (Sir E. Hertslet) 	1878	18780101	18781231		Bound: Turkey 67.	O	N	30	4533520	6
fo 881/3668			TURKEY: Further Corres. Condition of Turkish Provinces 	May 30 to June 6, 1878	18780101	18781231		Bound: Turkey 49.	O	N	30	4533521	6
fo 881/3669			TURKEY: Reports. Military 	July 1878	18780701	18780731		Bound: Turkey 44.	O	N	30	4533502	6
fo 881/3670			UNITED STATES: Corres. Halifax Fisheries Commission 	1876-1878	18760101	18781231		Bound: America 18.	O	N	30	4534797	6
fo 881/3671			TURKEY: Memo. Cyprus, &amp;c. Ratifications of Convention of June 4. Sultan's Ratification, and British Declaration. (Sir A. H. Layard) 	July 15, 1878	18780715	18780715		Bound: Turkey 50.	O	N	30	4533522	6
fo 881/3672			TURKEY: Desp. Cyprus, &amp;c. Ratifications of Convention of June 4. Sultan's Ratification, and British Declaration. (Sir A. H. Layard) 	July 16, 1878	18780716	18780716		Bound: Turkey 50.	O	N	30	4533523	6
fo 881/3673			ITALY: Notice. Certificates of Origin on Goods from Mediterranean and Black Sea. (L.G., July 23, 1878) 	July 23, 1878	18780723	18780723			O	N	30	4530484	6
fo 881/3674			TURKEY: Reports. Military 	July 1878	18780701	18780731		Bound: Turkey 44.	O	N	30	4533509	6
fo 881/3675			TURKEY: Papers. Routes. Sveti Nicola Pass. Widin to Ak-Palanka and Nisch. (Capt J. C Ardagh). Missing at transfer 	Sept. 1876	18760901	18760930		Bound: Turkey 67	O	N	30	4533524	6
fo 881/3676			TURKEY: Reports, &#38;c. Defence of Constantinople and other positions in Turkey. Routes in Roumelia. 	1876-1877	18760101	18771231		Bound: Turkey 25. Two parts.	O	N	30	4533525	6
fo 881/3677			TURKEY: Report. Theatre of War in Asiatic Turkey and Transcaucasia. 5 Maps. (W.O.) Part 1 	1876	18760101	18761231		Bound: Turkey 42.	O	N	30	4533526	6
fo 881/3677X			TURKEY: Report. Theatre of War in Asiatic Turkey and Transcaucasia. 5 Maps. (W.O.) Part 2 	1877	18770101	18771231		Bound: Turkey 42.	O	N	30	4533527	6
fo 881/3678			AUSTRIA &amp; FRANCE &amp; ITALY: Corres. Congress of Rastadt 	1797-1800	17970101	18001231		Bound: France 4.	O	N	30	4525738	6
fo 881/3679			"AUSTRIA-HUNGARY: Desp. Austrian Laws renewing Compromise (""Ausgleich"") with Hungary "	July 16 1878	18780716	18780716		Bound: Austria 10.	O	N	30	4525737	6
fo 881/3680			TURKEY: Reports. Military 	July 1878	18780701	18780731		Bound: Turkey 44.	O	N	30	4533503	6
fo 881/3681			TURKEY: Article. Cyprus 	1878	18780101	18781231		Bound: Turkey 48.	O	N	30	4533528	6
fo 881/3682			TURKEY: Reports. Military 	July and Aug. 1878	18780701	18780831		Bound: Turkey 44.	O	N	30	4533504	6
fo 881/3683			GENERAL: Memo. British Wine Duties and their bearing upon revision of Treaties of Commerce 	Sept. to Nov. 1879	18790901	18791130		Bound: Mema.	O	N	30	4529023	6
fo 881/3684			ITALY: Corres. Police Outrages on British Subjects in Italy and on Italian Subjects in Great Britain 	1873-1878	18730101	18781231		Bound: Italy 5.	O	N	30	4530485	6
fo 881/3685			TURKEY: Correspondence relating to Cyprus 						O	N	30	7863301	6
fo 881/3685X			TURKEY &amp; RUSSIA &amp; GREECE: Eastern Question. Papers. Separate negociations with Austria, Russia and Turkey. Bosnia and Herzegovina, Greece, Crete, &amp;c. 	May-July 1878	18780501	18780731			O	N	30	7863302	6
fo 881/3686			GENERAL: Corres. Slave Trade 	1877	18770101	18771231		Bound: General 16.	O	N	30	4529025	6
fo 881/3687			TURKEY: Statistics. Populations of European Turkey. Part 3 	1878	18780101	18781231		Bound: Turkey 49.	O	N	30	4533516	6
fo 881/3688			TURKEY: Reports. Military 	Aug. 1878	18780801	18780831		Bound: Turkey 44.	O	N	30	4533507	6
fo 881/3689			MOROCCO: Corres. Foreign Protection in Morocco 	1878-1880	18780101	18801231		Bound: Morocco 2.	O	N	30	4530968	6
fo 881/3690			AUSTRIA-HUNGARY &amp; TURKEY: Desp. Military Occupation of Bosnia. (Major T. Gonne) 	Aug 16 1878	18780816	18780816		Bound: Turkey 44.	O	N	30	4525739	6
fo 881/3691			TURKEY: Reports. Military 	Aug. 1878	18780801	18780831		Bound: Turkey 44.	O	N	30	4533508	6
fo 881/3693			TURKEY: Reports. Military 	Aug. 1878	18780801	18780831		Bound: Turkey 44.	O	N	30	4533510	6
fo 881/3694			TURKEY: Reports. Military 	Aug. 1878	18780801	18780831		Bound: Turkey 44.	O	N	30	4533511	6
fo 881/3695			TURKEY: Reports. Military 	Aug. 1878	18780801	18780831		Bound: Turkey 44.	O	N	30	4533512	6
fo 881/3696			TURKEY: Statement. Turkish Debt in June 1878 	1878	18780101	18781231			O	N	30	4533530	6
fo 881/3697			CHINA &amp; JAPAN: O. in C. Consular Jurisdiction. Supreme Court 	Aug 14 1878	18780814	18780814		Bound: China 6.	O	N	30	4526465	6
fo 881/3698			RUSSIA &#38; TURKEY: Index. Papers of War Department. Missing at transfer 	1878	18780101	18781231		Bound: Turkey 43	O	N	30	4532340	6
fo 881/3698X			SPAIN: Notice. Taxes on British Imports into Peninsula and Balearie Islands. Royal Orders. (L.G., Aug. 9, 1879) 	Aug. 1878	18780801	18780831			O	N	30	4532810	6
fo 881/3699			TURKEY: Report. Defences of the Bosphorus. (Capt J. C. Ardagh). Missing at transfer 	1876-1877	18760101	18771231		Bound: Turkey 44	O	N	30	4533531	6
fo 881/3700			TURKEY: Notes. Iskanderun. (Capt. G. E. Grover). Bound: Turkey 43. Missing at transfer 	April 8 1878	18780408	18780408			O	N	30	4533532	6
fo 881/3701			TURKEY &amp; RUSSIA: Report on the military operations in Europe during the Russo-Turkish War. Passage of Balkans to Capture of Lootcka by the Russians. (W.O.)  	July-Sept 1877	18770701	18770930		Starts at pp 135. 47 pp. + 3 maps Bound: Turkey 42. Copy.	O	N	30	7839491	6
fo 881/3701X			RUSSIA: Report. Russo-Turkish War. Military Operations in Asia. (Capt. F. C. M. Clarke). Missing at transfer 	17 May to 18 June 1877	18770517	18770618			O	N	30	4532342	6
fo 881/3702			TURKEY &amp; RUSSIA: Report on the Russo-Turkish war; military operations in Asia (War Department) 	1877	18770101	18771231		Bound: Turkey 42. Incomplete. Copy.	O	N	30	7839493	6
fo 881/3702X			ASIA &#38; RUSSIA: Epitome. Merv. (I.O). Missing at transfer  	June 16 1875	18750616	18750616		Bound: Russia 12	O	N	30	4525429	6
fo 881/3703			GENERAL (INDIA) &amp; ASIA): From the Viceroy of India relative to the instructions forwarded to Sir N Chamberlain on his mission to Kabul (affairs of Afghanistan)  	Sept 10 1878	18780910	18780910			O	N	30	7839494	6
fo 881/3705			GREECE: Desp. Turco-Greek Frontier. Wants Mediation of European Powers to induce Turkey to carry out Art. XXIV of Treaty of Berlin. (M. Delyanni to M. Gennadius) 	Sept. 7, 1878	18780907	18780907		Bound: Turkey 67.	O	N	30	4530217	6
fo 881/3706			AUSTRIA-HUNGARY: Tariff. Translation of proposed New Tariff, as far as it differs from the Present Tariff. Missing at transfer  	1878 Sept 16	18780916	18780916		Bound: Austria 10. 	O	N	30	4525740	6
fo 881/3708			TURKEY: Memo. Order in Council making provision for Government of Cyprus, and of a Commission and Instructions to High Commissioner. (Sir J. Pauncefote) 	Sept. 7, 1878	18780907	18780907		Bound: Mema.	O	N	30	4533533	6
fo 881/3709			AFRICA: Memo. Dahomey Blockade. (Mr. J. W. Warburton) 	July 26, 1878	18780726	18780726		Bound: Mema.	O	N	30	4524304	6
fo 881/3710			BORNEO &amp; SPAIN: Corres. Cession of Territory in Borneo to Messrs. Dent, Overbeck and Co. Part 1 	Jan to Sept 1878	18780101	18780930		Bound: Borneo 3.	O	N	30	4525960	6
fo 881/3711			AFRICA: Memo. French claim over Territory on Coast of Africa near Dahomey. Five maps. (Sir E. Hertslet) 	Aug. 25, 1878	18780825	18780825		Bound: Mema.	O	N	30	4524305	6
fo 881/3713			TURKEY: Paper. Financial Commission at Constantinople. Request for Appointment of British Commissioner 	Sept. 1878.	18780901	18780930		Bound: Turkey 67.	O	N	30	4533534	6
fo 881/3714			SPAIN: Corres. Commercial Relations 	1877-1878	18770101	18781231		Bound: Spain 19.	O	N	30	4532813	6
fo 881/3715			SPAIN: Decree. Domiciliated and Migratory Foreigners (Transeuntes) 	Nov. 17, 1852	18521117	18521117		Bound: Spain 4.	O	N	30	4532811	6
fo 881/3716			TURKEY: Reports. Military 	Aug. and Sept. 1878	18780801	18780930		Bound: Turkey 44.	O	N	30	4533513	6
fo 881/3717			TURKEY: Reports. Military 	Sept. 1878	18780901	18780930		Bound: Turkey 44.	O	N	30	4533514	6
fo 881/3718			AUSTRIA-HUNGARY &amp; TURKEY: Desp. Military Matters. (Major Gonne) 	Sept 7 1878	18780907	18780907		Bound: Turkey 44.	O	N	30	4525741	6
fo 881/3719			MADAGASCAR: Memo. French claims to Sovereignty over N.W. Coast of Madagascar. (Sir E. Hertslet) 	Aug. 14, 1878	18780814	18780814		Bound: Mema.	O	N	30	4530853	6
fo 881/3720			TURKEY: Further Corres. Affairs of Turkey. Part 26 	June 1878	18780601	18780630		Bound: Turkey 35.	O	N	30	4533535	6
fo 881/3723			TURKEY: Reports. Military 	Sept. 20, 1878	18780920	18780920		Bound: Turkey 44.	O	N	30	4533539	6
fo 881/3726			TURKEY: Further Corres. Affairs of Turkey. Part 27 	July 1878	18780701	18780731		Bound: Turkey 35.	O	N	30	4533536	6
fo 881/3727			TURKEY: O. in C. Cyprus 	Sept. 14, 1878	18780914	18780914		Bound: Turkey 48.	O	N	30	4533557	6
fo 881/3728			TURKEY: Letter. Scheme for Organization of Eastern Roumelia. (Sir H. D. Wolff) 	Sept. 26, 1878	18780926	18780926		Bound: Turkey 67.	O	N	30	4533558	6
fo 881/3729			TURKEY: Report. Military. (Sir C. Dickson) 	Sept. 27, 1878	18780927	18780927		Bound: Turkey 44.	O	N	30	4533540	6
fo 881/3731			SPAIN: Corres. Maritime Jurisdiction. Stranding of British Vessels off Gibraltar 	1825-1826	18250101	18261231		Bound: General 1.	O	N	30	4532812	6
fo 881/3735			TURKEY: Desp. Cyprus Convention. Communication to French Government 	July 12, 1878	18780712	18780712		Bound: Turkey 67.	O	N	30	4533559	6
fo 881/3736			GREECE &amp; TURKEY: Corres. Rectification of Greek Frontiers 	1878	18780101	18781231		Bound: Greece 13.	O	N	30	4530218	6
fo 881/3737			GENERAL &amp; ITALY: Corres. Interests of Italy and Great Britain in Mediterranean, Black Sea, &amp;c. 	1878	18780101	18781231		Bound: Italy 8.	O	N	30	4529026	6
fo 881/3738			TURKEY: Further Corres. Sulina Dam 	Mar. 29 to April 26, 1878	18780101	18781231		Bound: Turkey 28.	O	N	30	4533561	6
fo 881/3739			EGYPT: Reports. Abolition of Slave Trade. (Malcolm Pasha) 	Mar. 12, 1878	18780312	18780312		Bound: Egypt 22.	O	N	30	4527486	6
fo 881/3740			CHINA: Abstract. Memorials Criticising Chinese Government. (Mr. W. F. Mayers) 	Mar. 19, 1878	18780319	18780319		Bound: China 10.	O	N	30	4526466	6
fo 881/3741			TURKEY: Report. Military (Sir C. Dickson) 	Oct. 4, 1878	18781004	18781004		Bound: Turkey 44.	O	N	30	4533541	6
fo 881/3742			CHINA: Notes. Chinese Immigration in Australia. (Mr. J. D. Crawford) 	Sept. 1877	18770901	18770930		Bound: China 10.	O	N	30	4526467	6
fo 881/3742X			TURKEY: Desp. Cyprus Convention. Communication to French Government. Missing at transfer. See FO 881/3735 	1878 July 12	18780712	18780712			O	N	30	7863357	6
fo 881/3743X			TURKEY: Desp. French Reply. British announcement of Convention with Turkey, June 4, 1878 	July 21, 1878	18780721	18780721		Bound: Turkey 67.	O	N	30	4533560	6
fo 881/3744			JAPAN: Further Corres. Treaty Revision 	1872-1878	18720101	18781231		Bound: Japan 3.	O	N	30	4530644	6
fo 881/3746			TURKEY: Reports. Military 	Oct. 1878	18781001	18781031		Bound: Turkey 44.	O	N	30	4533547	6
fo 881/3747			Hayti [Haiti]: Report. People of the Haytian Republic. Vaudouxism. (Major Stuart) 	Aug. 1878	18780801	18780831		Bound: Hayti 6.	O	N	30	4530344	6
fo 881/3750			ASIA: Letter. Proposed Mission to Cabul 	Oct. 22, 1878	18781022	18781022		Bound: Russia 8.	O	N	30	4525434	6
fo 881/3752			TURKEY: Further Corres. Affairs of Turkey. Part 28 	Aug. 1878	18780801	18780831		Bound: Turkey 35.	O	N	30	4533537	6
fo 881/3753			ASIA: Desps. Ultimatum to Ameer of Cabul. British Representative in Afghanistan 	Oct. 1878	18781001	18781031		Bound: Russia 8.	O	N	30	4525433	6
fo 881/3754			TURKEY: Report. Military (Sir C. Dickson) 	Oct. 1878	18781001	18781031		Bound: Turkey 44.	O	N	30	4533542	6
fo 881/3755			ASIA: Telegram. To Viceroy. Afghanistan. Demand to be made for an apology, &#38;c. Missing at transfer  	 1878 Oct 25	18781025	18781025		Bound: Russia 8.	O	N	30	4525435	6
fo 881/3756			ASIA: Telegrams. To Viceroy. Afghanistan. Letter to Ameer, &amp;c. 	Oct 30 1878	18781030	18781030		Bound: Russia 8.	O	N	30	4525436	6
fo 881/3757			FRANCE: Desp. Greek Frontiers. (Marquis d'Harcourt) 	Oct. 30, 1878	18781030	18781030		Bound: Greece 12.	O	N	30	4528258	6
fo 881/3759			GENERAL: Minutes. Consular Estimate Conference 	1878	18780101	18781231		Bound: General 5.	O	N	30	4529028	6
fo 881/3760			AUSTRIA-HUNGARY: Further Corres. Commercial Negotiations. Part 2 	1877	18770101	18771231		Bound: Austria 9.	O	N	30	4525742	6
fo 881/3761			EGYPT: Corres. Finances. (Lord Lyons.) (L.G., Nov. 1, 1878) 	Oct. 1878	18781001	18781031		Bound: Egypt 8.	O	N	30	4527487	6
fo 881/3762			TURKEY: Report. Military (Sir C. Dickson). No document of this number. See FO 358/4  	1878 Oct 25	18781025	18781025		Bound: Turkey 44	O	N	30	4533543	6
fo 881/3763			LIBERIA: Deeds. Cession of Land from King of Mannah to Liberia. Cession of Mannah Rock, Gumbo, Muttru, Gallinas, Cassa, Mannah River, and Saloma 	1869-1870	18690101	18701231		Bound: Liberia 1.	O	N	30	4530819	6
fo 881/3764			CHINA: Corres. Thanks of Chinese Government for English Assistance to Chinese Famine Fund 	1878	18780101	18781231		Bound: China 10.	O	N	30	4526468	6
fo 881/3765			JAPAN: Desp. Views of H.M. Government on proposed Revision of Treaty 	Nov. 2, 1878	18781102	18781102		Bound: Japan 3.	O	N	30	4530645	6
fo 881/3769			GENERAL: Minutes. Consular Estimate Conference 	1878	18780101	18781231		Bound: General 5.	O	N	30	4529029	6
fo 881/3771			TURKEY: Reforms. Asia. Missing at transfer 	24 Oct 1878	18781024	18781024			O	N	30	7863360	6
fo 881/3773			TURKEY: Report. Military (Sir C. Dickson). Missing at transfer 	Oct 1878	18781001	18781031		Bound: Turkey 44	O	N	30	4533544	6
fo 881/3775			FRANCE: Memo. Newfoundland Fisheries. French Protest against confirmation by Her Majesty of certain Acts of Legislature of Newfoundland on ground that their provisions are in violation of Treaty Rights of France. (Sir J. Pauncefote) 	June 21, 1878	18780621	18780621		Bound: Mema.	O	N	30	4528259	6
fo 881/3776			TURKEY: Further Corres. Affairs of Turkey. Part 29 	Sept. 1878	18780901	18780930		Bound: Turkey 35.	O	N	30	4533538	6
fo 881/3777			EGYPT: Paper. Suez Canal. Tonnage Measurement. Letter to Maritime Powers 	1878	18780101	18781231		Bound: Egypt 27.	O	N	30	4527488	6
fo 881/3778			TURKEY: Reports. Military. Bound: Turkey 44. Missing at transfer 	Nov. 1878	18781101	18781130			O	N	30	4533548	6
fo 881/3779			TURKEY: Report. Military (Sir C. Dickson) 	Nov. 8, 1878	18781108	18781108		Bound: Turkey 44.	O	N	30	4533545	6
fo 881/3780			EGYPT: Memo. Slave Trade in Soudan and its Red Sea Coast. (Mr. A. B. Wylde) 	Oct. 20, 1878	18781020	18781020		Bound: Mema.	O	N	30	4527489	6
fo 881/3781			UNITED STATES: Corres. Award of Halifax Fisheries Commission. (L.G., Nov. 16, 1878) 	Sept. 27 to Nov. 7, 1878	18780101	18781231			O	N	30	4534799	6
fo 881/3782			UNITED STATES: Corres. Occurrences at Fortune Bay, Newfoundland, in Jan. 1878. (L.G., Nov. 16, 1878) 	Mar. 12 to Nov. 9, 1878	18780101	18781231			O	N	30	4534800	6
fo 881/3783			TURKEY: Desp. Memo. of Bulgarian Exarch on the Bulgarian Church. (Sir H. D. Wolff) 	Nov. 10, 1878	18781110	18781110		Bound: Bulgaria 2.	O	N	30	4533563	6
fo 881/3784			TURKEY: Corres. Case of Capt. R. F. Burton, late Consul at Damascus 	1869-1872	18690101	18721231		Bound: Turkey 26.	O	N	30	4533564	6
fo 881/3785			ASIA &amp; RUSSIA: Memo. Analysis of Parliamentary Papers. Central Asia, 1838-1878. Map. (Lord Tenterden) 	Nov 30 1878	18781130	18781130		Bound: Mema.	O	N	30	4525437	6
fo 881/3786			TURKEY: Report. Military (Sir C. Dickson). Missing at transfer 	Nov. 1878	18781101	18781130		Bound: Turkey 44	O	N	30	4533546	6
fo 881/3787			SPAIN: O. in C. Extradition. (L.G., Nov. 29, 1878) 	Nov. 27, 1878	18781127	18781127			O	N	30	4532814	6
fo 881/3788			UNITED STATES: Memo. Rights of Fishing on Coast of Newfoundland acquired by United States under Treaty of Washington. (Mr. J. H. G. Bergne) 	Nov. 30, 1878	18781130	18781130		Bound: Mema.	O	N	30	4534804	6
fo 881/3789			GENERAL: Memo. Instances in which one Power has occupied the Territory of another with a Military Force in time of Peace. (Mr. E. Hertslet) 	Feb. 26, 1878	18780226	18780226		Bound: Mema.	O	N	30	4529030	6
fo 881/3790			TURKEY: Reports. Military 	Nov. 1878	18781101	18781130		Bound: Turkey 44.	O	N	30	4533549	6
fo 881/3791			TURKEY: Reports. Military 	Dec. 1878	18781201	18781231		Bound: Turkey 44.	O	N	30	4533550	6
fo 881/3792			TURKEY: Statement. Cost of Consular Establishments in Turkey 	1877-1878	18770101	18781231		Bound: Turkey 43.	O	N	30	4533565	6
fo 881/3793			TURKEY: Corres. Reforms in Asiatic Turkey 	1878	18780101	18781231		Bound: Turkey 93.	O	N	30	4533566	6
fo 881/3794			GENERAL: Further Corres. Sugar Question 	1877-1878	18770101	18781231		Bound: General 13.	O	N	30	4529031	6
fo 881/3795			NETHERLANDS: Treaties. Dutch Government and Native Princes in Eastern Archipelago 	1875-1877	18750101	18771231		Bound: Netherlands 1.	O	N	30	4531196	6
fo 881/3796			TURKEY: Reports. Military 	Dec. 1878	18781201	18781231		Bound: Turkey 44.	O	N	30	4533551	6
fo 881/3797			SPAIN &amp; SULOO ISLANDS: Memo. Non-Ratification of Treaty between Great Britain and Sulu of May 29, 1849. (Sir E. Hertslet) 	Dec 21 1878	18781221	18781221		Bound: Mema.	O	N	30	4532815	6
fo 881/3798			RUSSIA: Desp. Proposed measures for meeting War Expenditure. (Lord A. Loftus) 	Dec. 17, 1878	18781217	18781217		Bound: Russia 23.	O	N	30	4532344	6
fo 881/3799			TURKEY: Further Corres. Affairs of Turkey. Part 30 	Oct. 1878	18781001	18781031		Bound: Turkey 35.	O	N	30	4533562	6
fo 881/3799X			TURKEY: Despatch communicating memo on position of Bulgarian church. Missing at transfer 	10 Nov 1878	18781110	18781110			O	N	30	7863361	6
fo 881/3800X			TURKEY: Desps. New Ministry. Views of Sultan and others as to Reforms, friendship with England. Eastern Roumelia, character of the Sultan. (Sir H. Layard) 	Dec. 6, 1878	18781206	18781206		Bound: Turkey 70.	O	N	30	4533589	6
fo 881/3801			TURKEY: Memo. Jeddah Consulate. (Mr. W. H. Wylde) 	Nov. 7, 1877	18771107	18771107		Bound: Mema.	O	N	30	4533567	6
fo 881/3802			PORTUGAL: Papers. Ill-treatment of British Subjects in Island of San Thom�. (Mr. Thomas) 	1877-1878	18770101	18781231		Bound: Portugal 8.	O	N	30	4531961	6
fo 881/3803			FRANCE: Corres. Mixed Commission on Condition of Indian Immigrants in R�union 	1877	18770101	18771231		Bound: France 13.	O	N	30	4528260	6
fo 881/3804			JAPAN: Corres. Treaty Revision 	1878	18780101	18781231		Bound: Japan 3.	O	N	30	4530646	6
fo 881/3805			TURKEY: Tariff. Danube. Dues at Sulina Mouth. (L.G., Dec. 31, 1878) 	Dec. 28, 1878	18781228	18781228		Bound: Turkey 28.	O	N	30	4533568	6
fo 881/3806			TURKEY: Reports. Military 	Dec. 1878	18781201	18781231		Bound: Turkey 44.	O	N	30	4533552	6
fo 881/3807			CHINA: Regulations. Interpretorial Allowances 	1879	18790101	18791231		Bound: General 5.	O	N	30	4526469	6
fo 881/3808			TURKEY: Report. Military 	Dec. 1878	18781201	18781231		Bound: Turkey 44.	O	N	30	4533553	6
fo 881/3809			SPAIN: Corres. Commercial Relations. (Mr. West) 	1878	18780101	18781231		Bound: Spain 19.	O	N	30	4532816	6
fo 881/3810			TUNIS: Memo. Island of Galita. Map. (Sir E. Hertslet) 	8, 1879	18790101	18791231		Bound: Mema.	O	N	30	4533028	6
fo 881/3811			BORNEO &amp; SULOO ISLANDS: Memo. Suloo Territory in Borneo. (Mr. H. C. Elliot) 	Oct 5 1878	18781005	18781005		Bound: Mema.	O	N	30	4525961	6
fo 881/3812			BORNEO &amp; SULOO ISLANDS: Memo. Suloo. (Mr. H. C. Elliot) 	Oct 5 1878	18781005	18781005		Bound: Mema.	O	N	30	4525962	6
fo 881/3813			Hayti [Haiti]: Further Corres. Mrs. Maunder's Claim 	April 11 to Oct. 12, 1878	18780101	18781231		Bound: Hayti 1.	O	N	30	4530345	6
fo 881/3814			TURKEY: Report. Military 	Jan. 1, 1879	18790101	18790101		Bound: Turkey 44.	O	N	30	4533554	6
fo 881/3815			EGYPT: O. in C. Slave Trade. Treaty of 1877. (L.G., Jan. 10, 1879) 	Dec 30 1878	18781230	18781230		Bound: Egypt 22.	O	N	30	4527491	6
fo 881/3817			CHINA: Memo. Japanese Invasion of Formosa, &amp;c. (Mr. Mayers) 	1876	18760101	18761231		Bound: China 6.	O	N	30	4526470	6
fo 881/3818			CHINA: Memo. Cultivation of Opium. (Mr. W. A. Cockerell) 	Sept. 4, 1878	18780904	18780904		Bound: Mema.	O	N	30	4526471	6
fo 881/3819			CHINA: Return. Imports of Opium 	1870-1877	18700101	18771231		Bound: China 6.	O	N	30	4526472	6
fo 881/3820			CHINA: Minute. On Memo. prepared by M. von Brandt, German Minister. Rates and Li-kin on Foreign Goods. (Sir T. Wade) 	Sept. 26, 1878	18780926	18780926		Bound: China 6.	O	N	30	4526473	6
fo 881/3821			PERSIA: Desp. Proposed Concession for Resht to Tehran Railway to French Co. 	5ept. 20, 1878	18780101	18781231		Bound: Persia 7.	O	N	30	4531594	6
fo 881/3822			TURKEY: Reports. Military 	Jan. 1879	18790101	18790131		Bound: Turkey 44.	O	N	30	4533555	6
fo 881/3823			AUSTRIA-HUNGARY &amp; ITALY: Tariff. Alterations made by Treaty between Austria and Italy 	1878	18780101	18781231		Bound: Austria 10.	O	N	30	4525743	6
fo 881/3823X			AUSTRIA-HUNGARY: Tariff. Austro-French Tariff 	1879	18790101	18791231			O	N	30	4525744	6
fo 881/3824			AUSTRIA-HUNGARY &amp; ITALY: Treaty Austria-Hungary and Italy. Commerce, &amp;c. 	Dec 27 1878	18781227	18781227		Bound: Austria 10.	O	N	30	4525745	6
fo 881/3825			AFRICA &amp; PORTUGAL: Memo. British Right of Sovereignty over East Coast of Africa between Tugela River and Delagoa Bay. (Sir E. Hertslet) 	Jan 9 1879	18790109	18790109		Bound: Mema.	O	N	30	4524306	6
fo 881/3826			GENERAL: Statement. Despatches received and sent 	1878-1879	18780101	18791231			O	N	30	4529037	6
fo 881/3827			FRANCE: Further Corres. Condition of Coolies in R�union 	June to Aug. 1877	18770601	18770831		Bound: France 13.	O	N	30	4528261	6
fo 881/3828			TURKEY: Statement. Paid Consuls and Vice-Consuls in Asiatic Turkey. Salaries and total Expenses of Services 	1877	18770101	18771231			O	N	30	4533577	6
